0,1,2,3,4,5,6,7,8,9,10
root vegetables,hygiene articles,domestic eggs,,,,,,,,
citrus fruit,onions,,,,,,,,,
curd,cat food,,,,,,,,,
whipped/sour cream,curd,,,,,,,,,
root vegetables,pickled vegetables,,,,,,,,,
frankfurter,light bulbs,rolls/buns,pasta,,,,,,,
citrus fruit,oil,whole milk,,,,,,,,
frankfurter,UHT-milk,fruit/vegetable juice,,,,,,,,
bottled beer,UHT-milk,,,,,,,,,
pip fruit,pot plants,,,,,,,,,
female sanitary products,pot plants,,,,,,,,,
whole milk,bottled water,whole milk,,,,,,,,
pastry,whole milk,,,,,,,,,
berries,other vegetables,,,,,,,,,
candy,pot plants,,,,,,,,,
coffee,hard cheese,,,,,,,,,
soda,other vegetables,frozen vegetables,,,,,,,,
cream cheese ,tropical fruit,bottled water,soda,specialty bar,,,,,,
citrus fruit,bottled beer,ice cream,,,,,,,,
curd,soda,,,,,,,,,
citrus fruit,white bread,,,,,,,,,
rolls/buns,cling film/bags,,,,,,,,,
white bread,jam,,,,,,,,,
butter,brown bread,,,,,,,,,
packaged fruit/vegetables,pip fruit,,,,,,,,,
dessert,packaged fruit/vegetables,,,,,,,,,
pip fruit,pastry,,,,,,,,,
root vegetables,other vegetables,,,,,,,,,
sausage,rolls/buns,,,,,,,,,
meat,bottled water,,,,,,,,,
pip fruit,beverages,pastry,,,,,,,,
domestic eggs,chewing gum,,,,,,,,,
roll products ,soda,,,,,,,,,
soda,dessert,shopping bags,,,,,,,,
other vegetables,sliced cheese,,,,,,,,,
whole milk,whipped/sour cream,,,,,,,,,
spices,butter,,,,,,,,,
root vegetables,pastry,,,,,,,,,
root vegetables,shopping bags,,,,,,,,,
sausage,root vegetables,,,,,,,,,
pork,house keeping products,,,,,,,,,
waffles,yogurt,,,,,,,,,
bottled beer,whole milk,tropical fruit,whole milk,house keeping products,,,,,,
hamburger meat,frozen vegetables,cream cheese ,,,,,,,,
liquor,UHT-milk,,,,,,,,,
yogurt,specialty vegetables,,,,,,,,,
butter,baking powder,brown bread,,,,,,,,
whole milk,hamburger meat,,,,,,,,,
tropical fruit,grapes,,,,,,,,,
curd,frozen vegetables,,,,,,,,,
frozen potato products,salt,coffee,,,,,,,,
ham,onions,,,,,,,,,
frankfurter,rolls/buns,,,,,,,,,
coffee,chicken,,,,,,,,,
whole milk,butter,,,,,,,,,
onions,soda,,,,,,,,,
butter,margarine,,,,,,,,,
detergent,other vegetables,oil,beverages,rolls/buns,specialty bar,,,,,
pip fruit,tropical fruit,rolls/buns,pip fruit,rolls/buns,,,,,,
rolls/buns,domestic eggs,rolls/buns,,,,,,,,
hamburger meat,cat food,,,,,,,,,
canned beer,yogurt,cream cheese ,,,,,,,,
nuts/prunes,vinegar,,,,,,,,,
fruit/vegetable juice,spices,,,,,,,,,
bottled water,canned beer,,,,,,,,,
other vegetables,pip fruit,dessert,red/blush wine,,,,,,,
tropical fruit,whole milk,,,,,,,,,
candy,soda,,,,,,,,,
berries,root vegetables,,,,,,,,,
other vegetables,margarine,,,,,,,,,
meat,cream cheese ,,,,,,,,,
tropical fruit,whole milk,,,,,,,,,
cream cheese ,fruit/vegetable juice,,,,,,,,,
pork,bottled beer,beef,other vegetables,chocolate,snack products,other vegetables,frozen vegetables,,,
whole milk,pip fruit,,,,,,,,,
sauces,yogurt,,,,,,,,,
frankfurter,butter,newspapers,,,,,,,,
tropical fruit,hamburger meat,,,,,,,,,
whipped/sour cream,newspapers,,,,,,,,,
ham,domestic eggs,,,,,,,,,
chicken,margarine,,,,,,,,,
pork,frozen meals,,,,,,,,,
beverages,cat food,soda,,,,,,,,
chicken,rolls/buns,,,,,,,,,
coffee,softener,,,,,,,,,
citrus fruit,tropical fruit,,,,,,,,,
rolls/buns,salty snack,,,,,,,,,
frankfurter,other vegetables,,,,,,,,,
pork,frozen vegetables,frozen meals,other vegetables,popcorn,oil,,,,,
frankfurter,whole milk,,,,,,,,,
specialty bar,candy,,,,,,,,,
berries,coffee,,,,,,,,,
frozen meals,other vegetables,,,,,,,,,
brown bread,chocolate,,,,,,,,,
berries,margarine,,,,,,,,,
rolls/buns,sausage,whole milk,nuts/prunes,,,,,,,
fruit/vegetable juice,berries,,,,,,,,,
softener,soda,,,,,,,,,
berries,newspapers,frozen fish,,,,,,,,
detergent,pot plants,,,,,,,,,
processed cheese,white bread,,,,,,,,,
coffee,other vegetables,candy,whole milk,,,,,,,
curd,rolls/buns,,,,,,,,,
yogurt,domestic eggs,,,,,,,,,
tropical fruit,snack products,,,,,,,,,
pastry,soda,,,,,,,,,
whole milk,rolls/buns,,,,,,,,,
whole milk,brandy,,,,,,,,,
butter,soda,,,,,,,,,
canned fish,butter,pot plants,,,,,,,,
tropical fruit,white bread,,,,,,,,,
sausage,whole milk,,,,,,,,,
pip fruit,whole milk,coffee,salty snack,,,,,,,
root vegetables,soda,,,,,,,,,
frozen fish,baking powder,,,,,,,,,
turkey,white bread,,,,,,,,,
whole milk,canned beer,cat food,,,,,,,,
citrus fruit,cereals,,,,,,,,,
white bread,UHT-milk,,,,,,,,,
ice cream,meat spreads,,,,,,,,,
whole milk,margarine,,,,,,,,,
other vegetables,herbs,,,,,,,,,
domestic eggs,hamburger meat,,,,,,,,,
newspapers,curd,turkey,curd,misc. beverages,bottled beer,,,,,
pip fruit,bottled water,bottled water,,,,,,,,
rolls/buns,shopping bags,,,,,,,,,
rolls/buns,yogurt,sugar,,,,,,,,
whipped/sour cream,coffee,shopping bags,,,,,,,,
chicken,waffles,pip fruit,tropical fruit,pastry,bottled water,shopping bags,bottled water,,,
dishes,tropical fruit,,,,,,,,,
tropical fruit,specialty chocolate,,,,,,,,,
ham,bottled water,margarine,,,,,,,,
citrus fruit,bottled water,,,,,,,,,
pork,whole milk,,,,,,,,,
organic sausage,salty snack,white bread,,,,,,,,
yogurt,sauces,specialty chocolate,,,,,,,,
sausage,curd,meat spreads,,,,,,,,
tropical fruit,citrus fruit,male cosmetics,,,,,,,,
canned beer,yogurt,,,,,,,,,
tropical fruit,soda,spices,,,,,,,,
citrus fruit,rolls/buns,,,,,,,,,
berries,soap,,,,,,,,,
yogurt,cookware,,,,,,,,,
frankfurter,female sanitary products,,,,,,,,,
chocolate,rolls/buns,,,,,,,,,
root vegetables,whipped/sour cream,,,,,,,,,
rolls/buns,pet care,,,,,,,,,
butter milk,berries,citrus fruit,napkins,,,,,,,
rolls/buns,dessert,bottled water,chocolate,,,,,,,
pastry,whole milk,,,,,,,,,
frozen fish,tropical fruit,,,,,,,,,
UHT-milk,root vegetables,cake bar,,,,,,,,
other vegetables,frozen meals,,,,,,,,,
sausage,root vegetables,,,,,,,,,
root vegetables,domestic eggs,,,,,,,,,
meat,cling film/bags,curd,,,,,,,,
bottled water,domestic eggs,pickled vegetables,margarine,,,,,,,
citrus fruit,other vegetables,,,,,,,,,
beverages,specialty fat,,,,,,,,,
rolls/buns,soda,,,,,,,,,
whole milk,yogurt,newspapers,,,,,,,,
sausage,chicken,canned beer,pip fruit,,,,,,,
whole milk,pasta,,,,,,,,,
ham,brown bread,,,,,,,,,
citrus fruit,soda,whole milk,whipped/sour cream,,,,,,,
dessert,shopping bags,flour,,,,,,,,
whole milk,coffee,,,,,,,,,
curd,detergent,,,,,,,,,
whole milk,yogurt,,,,,,,,,
canned beer,shopping bags,,,,,,,,,
rolls/buns,fruit/vegetable juice,,,,,,,,,
rolls/buns,liquor,curd,other vegetables,,,,,,,
fruit/vegetable juice,hamburger meat,soft cheese,specialty chocolate,bottled water,,,,,,
soda,Instant food products,,,,,,,,,
chocolate,frozen meals,,,,,,,,,
root vegetables,yogurt,sparkling wine,,,,,,,,
dessert,onions,,,,,,,,,
beef,pastry,,,,,,,,,
beef,rolls/buns,,,,,,,,,
finished products,other vegetables,,,,,,,,,
yogurt,long life bakery product,,,,,,,,,
hamburger meat,white bread,,,,,,,,,
bottled water,UHT-milk,,,,,,,,,
ham,root vegetables,,,,,,,,,
chicken,margarine,waffles,,,,,,,,
margarine,sweet spreads,,,,,,,,,
citrus fruit,ham,,,,,,,,,
yogurt,domestic eggs,,,,,,,,,
whole milk,root vegetables,,,,,,,,,
pastry,pickled vegetables,,,,,,,,,
shopping bags,whole milk,,,,,,,,,
meat,beef,whole milk,other vegetables,grapes,whipped/sour cream,coffee,whole milk,,,
meat,pasta,,,,,,,,,
napkins,canned vegetables,,,,,,,,,
whole milk,whipped/sour cream,,,,,,,,,
root vegetables,whole milk,napkins,,,,,,,,
hamburger meat,chewing gum,curd,,,,,,,,
domestic eggs,salty snack,herbs,,,,,,,,
beef,tropical fruit,,,,,,,,,
bottled beer,specialty cheese,,,,,,,,,
white bread,brown bread,,,,,,,,,
bottled beer,canned beer,,,,,,,,,
brown bread,brown bread,,,,,,,,,
citrus fruit,bottled beer,rolls/buns,hygiene articles,softener,,,,,,
meat,beverages,,,,,,,,,
whole milk,pip fruit,whipped/sour cream,,,,,,,,
beef,brown bread,,,,,,,,,
other vegetables,condensed milk,other vegetables,bottled water,pastry,misc. beverages,,,,,
bottled water,other vegetables,spread cheese,yogurt,specialty bar,,,,,,
popcorn,cat food,,,,,,,,,
bottled beer,fruit/vegetable juice,whole milk,bottled beer,,,,,,,
citrus fruit,sweet spreads,,,,,,,,,
chicken,whisky,,,,,,,,,
other vegetables,sliced cheese,,,,,,,,,
sausage,rolls/buns,,,,,,,,,
hamburger meat,bottled water,,,,,,,,,
root vegetables,shopping bags,,,,,,,,,
hygiene articles,potato products,,,,,,,,,
pip fruit,rolls/buns,shopping bags,,,,,,,,
whole milk,rolls/buns,cling film/bags,,,,,,,,
soda,specialty bar,,,,,,,,,
fruit/vegetable juice,sausage,sausage,domestic eggs,seasonal products,,,,,,
pork,white bread,domestic eggs,,,,,,,,
yogurt,cream cheese ,,,,,,,,,
packaged fruit/vegetables,yogurt,,,,,,,,,
soda,soda,,,,,,,,,
rolls/buns,fruit/vegetable juice,,,,,,,,,
dessert,soda,,,,,,,,,
butter,whole milk,,,,,,,,,
ham,whole milk,,,,,,,,,
other vegetables,yogurt,,,,,,,,,
citrus fruit,domestic eggs,,,,,,,,,
grapes,other vegetables,,,,,,,,,
soda,candles,rolls/buns,,,,,,,,
whole milk,frozen vegetables,,,,,,,,,
beef,salty snack,,,,,,,,,
pork,pickled vegetables,,,,,,,,,
sausage,root vegetables,,,,,,,,,
meat,condensed milk,,,,,,,,,
tropical fruit,sausage,,,,,,,,,
yogurt,yogurt,,,,,,,,,
frozen meals,dish cleaner,,,,,,,,,
whole milk,pot plants,,,,,,,,,
whole milk,domestic eggs,bottled beer,bottled beer,,,,,,,
bottled water,chocolate,,,,,,,,,
bottled beer,soda,frozen vegetables,,,,,,,,
other vegetables,waffles,rolls/buns,chocolate,,,,,,,
shopping bags,napkins,,,,,,,,,
curd,light bulbs,,,,,,,,,
ham,beverages,,,,,,,,,
ham,napkins,,,,,,,,,
pork,whipped/sour cream,,,,,,,,,
pip fruit,rolls/buns,shopping bags,,,,,,,,
misc. beverages,pet care,,,,,,,,,
frozen fish,whole milk,,,,,,,,,
ham,white wine,shopping bags,,,,,,,,
canned beer,tropical fruit,kitchen towels,,,,,,,,
whole milk,whole milk,,,,,,,,,
flour,cream cheese ,,,,,,,,,
whole milk,pastry,,,,,,,,,
margarine,UHT-milk,brown bread,,,,,,,,
bottled beer,butter,,,,,,,,,
chicken,margarine,long life bakery product,,,,,,,,
specialty chocolate,shopping bags,,,,,,,,,
bottled beer,newspapers,,,,,,,,,
curd,syrup,,,,,,,,,
soda,bottled beer,baking powder,,,,,,,,
frankfurter,margarine,whole milk,soda,margarine,brown bread,margarine,frozen vegetables,,,
butter,rolls/buns,,,,,,,,,
white wine,domestic eggs,,,,,,,,,
candy,curd,,,,,,,,,
salty snack,chocolate,,,,,,,,,
meat,chocolate,,,,,,,,,
chocolate,UHT-milk,sliced cheese,,,,,,,,
whole milk,citrus fruit,shopping bags,white wine,soda,yogurt,,,,,
processed cheese,whole milk,rolls/buns,margarine,,,,,,,
pork,turkey,pot plants,whole milk,soda,dishes,,,,,
pet care,chocolate,,,,,,,,,
rolls/buns,rolls/buns,,,,,,,,,
canned beer,rolls/buns,,,,,,,,,
pip fruit,yogurt,,,,,,,,,
curd,soda,rolls/buns,,,,,,,,
dog food,chewing gum,coffee,,,,,,,,
waffles,brown bread,,,,,,,,,
sausage,bottled water,whole milk,ketchup,soda,chewing gum,,,,,
soda,frankfurter,soda,salty snack,bottled water,frozen vegetables,yogurt,,,,
dessert,bottled water,,,,,,,,,
citrus fruit,newspapers,,,,,,,,,
other vegetables,other vegetables,,,,,,,,,
root vegetables,yogurt,chocolate,shopping bags,,,,,,,
soda,tropical fruit,,,,,,,,,
misc. beverages,shopping bags,,,,,,,,,
finished products,bottled beer,,,,,,,,,
sausage,rolls/buns,,,,,,,,,
chicken,cereals,,,,,,,,,
frankfurter,frozen dessert,other vegetables,cream cheese ,,,,,,,
finished products,frozen vegetables,,,,,,,,,
tropical fruit,whole milk,dish cleaner,yogurt,newspapers,,,,,,
hard cheese,yogurt,,,,,,,,,
detergent,root vegetables,fruit/vegetable juice,brown bread,,,,,,,
salty snack,canned beer,,,,,,,,,
bottled beer,seasonal products,,,,,,,,,
shopping bags,whole milk,,,,,,,,,
onions,cat food,,,,,,,,,
whipped/sour cream,sparkling wine,bottled beer,,,,,,,,
nuts/prunes,whole milk,,,,,,,,,
seasonal products,soups,,,,,,,,,
rolls/buns,make up remover,,,,,,,,,
salty snack,soups,,,,,,,,,
root vegetables,bottled beer,,,,,,,,,
rolls/buns,detergent,shopping bags,,,,,,,,
whole milk,whole milk,,,,,,,,,
domestic eggs,whole milk,brown bread,,,,,,,,
beverages,sausage,white bread,bottled water,,,,,,,
sausage,chocolate,newspapers,,,,,,,,
yogurt,white bread,salty snack,,,,,,,,
sausage,onions,misc. beverages,,,,,,,,
pork,tropical fruit,whole milk,chewing gum,,,,,,,
sausage,rolls/buns,soda,other vegetables,,,,,,,
whipped/sour cream,candy,,,,,,,,,
ham,root vegetables,rolls/buns,processed cheese,whole milk,pastry,soups,,,,
coffee,UHT-milk,,,,,,,,,
yogurt,onions,,,,,,,,,
dish cleaner,curd,,,,,,,,,
liquor,cream,coffee,,,,,,,,
sausage,yogurt,baking powder,,,,,,,,
bottled water,chewing gum,,,,,,,,,
finished products,newspapers,whipped/sour cream,,,,,,,,
other vegetables,chocolate,,,,,,,,,
sausage,curd,yogurt,,,,,,,,
bottled beer,root vegetables,,,,,,,,,
newspapers,pastry,,,,,,,,,
yogurt,napkins,,,,,,,,,
hard cheese,waffles,misc. beverages,,,,,,,,
yogurt,rolls/buns,soda,,,,,,,,
yogurt,pasta,bottled water,,,,,,,,
whole milk,dental care,,,,,,,,,
pork,whole milk,,,,,,,,,
herbs,margarine,rolls/buns,chocolate,,,,,,,
dessert,brown bread,,,,,,,,,
UHT-milk,soft cheese,,,,,,,,,
tropical fruit,pip fruit,,,,,,,,,
instant coffee,shopping bags,,,,,,,,,
zwieback,rice,,,,,,,,,
citrus fruit,sausage,whole milk,canned beer,,,,,,,
hamburger meat,bottled beer,,,,,,,,,
dog food,bottled beer,,,,,,,,,
pip fruit,white wine,white bread,salt,,,,,,,
packaged fruit/vegetables,chocolate,,,,,,,,,
sausage,pip fruit,,,,,,,,,
misc. beverages,rice,soda,,,,,,,,
hamburger meat,yogurt,,,,,,,,,
ham,yogurt,,,,,,,,,
soda,oil,,,,,,,,,
sausage,pastry,,,,,,,,,
sausage,grapes,,,,,,,,,
yogurt,hard cheese,other vegetables,rolls/buns,,,,,,,
curd,pastry,,,,,,,,,
curd,whipped/sour cream,,,,,,,,,
newspapers,rolls/buns,,,,,,,,,
whole milk,yogurt,,,,,,,,,
whole milk,flower (seeds),honey,,,,,,,,
cat food,soda,,,,,,,,,
frozen meals,dental care,,,,,,,,,
sausage,bottled beer,,,,,,,,,
shopping bags,white wine,,,,,,,,,
chicken,beef,,,,,,,,,
sausage,whole milk,bottled water,,,,,,,,
butter,yogurt,,,,,,,,,
other vegetables,specialty chocolate,chocolate,,,,,,,,
bottled beer,whole milk,,,,,,,,,
brown bread,white wine,,,,,,,,,
frankfurter,yogurt,,,,,,,,,
frankfurter,shopping bags,,,,,,,,,
yogurt,whole milk,,,,,,,,,
chocolate,rolls/buns,,,,,,,,,
rolls/buns,napkins,newspapers,,,,,,,,
root vegetables,pastry,,,,,,,,,
cat food,rolls/buns,,,,,,,,,
liver loaf,fruit/vegetable juice,,,,,,,,,
canned beer,grapes,bottled beer,yogurt,,,,,,,
hard cheese,shopping bags,,,,,,,,,
pip fruit,other vegetables,,,,,,,,,
soda,red/blush wine,,,,,,,,,
butter,seasonal products,,,,,,,,,
rolls/buns,soft cheese,,,,,,,,,
baking powder,butter,,,,,,,,,
root vegetables,pickled vegetables,,,,,,,,,
canned beer,pastry,,,,,,,,,
dessert,butter milk,,,,,,,,,
domestic eggs,whole milk,onions,misc. beverages,,,,,,,
whole milk,pot plants,domestic eggs,,,,,,,,
coffee,shopping bags,,,,,,,,,
chocolate marshmallow,soda,,,,,,,,,
beef,curd,,,,,,,,,
other vegetables,dessert,,,,,,,,,
pork,whole milk,,,,,,,,,
whole milk,seasonal products,,,,,,,,,
frankfurter,dessert,,,,,,,,,
white bread,coffee,,,,,,,,,
rolls/buns,butter milk,,,,,,,,,
citrus fruit,yogurt,UHT-milk,,,,,,,,
tropical fruit,long life bakery product,,,,,,,,,
whole milk,frozen dessert,,,,,,,,,
other vegetables,frankfurter,rolls/buns,coffee,ice cream,,,,,,
bottled beer,jam,male cosmetics,dessert,,,,,,,
pork,cleaner,,,,,,,,,
beverages,coffee,,,,,,,,,
meat,sausage,other vegetables,shopping bags,,,,,,,
sausage,yogurt,tidbits,,,,,,,,
specialty chocolate,yogurt,rolls/buns,misc. beverages,,,,,,,
canned beer,shopping bags,,,,,,,,,
rolls/buns,oil,,,,,,,,,
sugar,fruit/vegetable juice,,,,,,,,,
whole milk,fruit/vegetable juice,,,,,,,,,
yogurt,whipped/sour cream,,,,,,,,,
beef,flour,,,,,,,,,
ice cream,rolls/buns,,,,,,,,,
onions,bottled beer,,,,,,,,,
pork,napkins,,,,,,,,,
domestic eggs,whole milk,,,,,,,,,
canned beer,whipped/sour cream,,,,,,,,,
herbs,vinegar,shopping bags,,,,,,,,
tropical fruit,pip fruit,herbs,yogurt,bottled water,sweet spreads,,,,,
chicken,tropical fruit,waffles,whipped/sour cream,brown bread,,,,,,
canned beer,sugar,,,,,,,,,
chicken,yogurt,,,,,,,,,
canned beer,other vegetables,,,,,,,,,
citrus fruit,cream cheese ,,,,,,,,,
cream cheese ,cream cheese ,,,,,,,,,
root vegetables,frozen potato products,onions,UHT-milk,,,,,,,
tropical fruit,other vegetables,,,,,,,,,
specialty chocolate,rolls/buns,,,,,,,,,
curd,semi-finished bread,whole milk,,,,,,,,
root vegetables,butter,,,,,,,,,
frankfurter,bottled water,,,,,,,,,
hamburger meat,bottled beer,brown bread,yogurt,,,,,,,
whole milk,hamburger meat,beverages,bottled water,,,,,,,
specialty bar,shopping bags,chocolate,,,,,,,,
soda,bottled water,seasonal products,,,,,,,,
ice cream,canned beer,,,,,,,,,
ham,onions,baking powder,,,,,,,,
pork,rolls/buns,brown bread,yogurt,,,,,,,
sausage,frozen vegetables,,,,,,,,,
pip fruit,whole milk,tropical fruit,,,,,,,,
citrus fruit,sausage,bottled beer,herbs,,,,,,,
sausage,dessert,,,,,,,,,
yogurt,ham,other vegetables,soda,other vegetables,newspapers,nut snack,canned beer,,,
whole milk,whipped/sour cream,,,,,,,,,
dessert,rolls/buns,,,,,,,,,
other vegetables,yogurt,,,,,,,,,
jam,house keeping products,,,,,,,,,
oil,misc. beverages,candy,yogurt,,,,,,,
meat,domestic eggs,,,,,,,,,
beef,condensed milk,,,,,,,,,
yogurt,fruit/vegetable juice,,,,,,,,,
root vegetables,rice,,,,,,,,,
root vegetables,beef,,,,,,,,,
domestic eggs,candy,,,,,,,,,
soft cheese,long life bakery product,,,,,,,,,
pork,semi-finished bread,,,,,,,,,
other vegetables,semi-finished bread,shopping bags,,,,,,,,
beef,newspapers,canned vegetables,,,,,,,,
cereals,cream cheese ,other vegetables,,,,,,,,
yogurt,frozen meals,,,,,,,,,
sausage,specialty fat,,,,,,,,,
tropical fruit,candy,salt,,,,,,,,
chocolate,other vegetables,chocolate,pip fruit,bottled water,yogurt,pasta,shopping bags,,,
sliced cheese,whole milk,,,,,,,,,
chicken,onions,,,,,,,,,
UHT-milk,tea,,,,,,,,,
specialty bar,canned beer,,,,,,,,,
pip fruit,canned beer,hygiene articles,coffee,,,,,,,
napkins,butter,,,,,,,,,
citrus fruit,yogurt,,,,,,,,,
pip fruit,misc. beverages,,,,,,,,,
bottled water,margarine,onions,other vegetables,whole milk,,,,,,
other vegetables,butter,,,,,,,,,
waffles,spread cheese,,,,,,,,,
beverages,waffles,specialty chocolate,,,,,,,,
other vegetables,margarine,,,,,,,,,
root vegetables,misc. beverages,,,,,,,,,
tropical fruit,whole milk,whole milk,potato products,,,,,,,
fruit/vegetable juice,frozen vegetables,,,,,,,,,
tropical fruit,yogurt,,,,,,,,,
rolls/buns,dessert,frozen meals,grapes,other vegetables,napkins,other vegetables,,,,
rolls/buns,rolls/buns,,,,,,,,,
frankfurter,chicken,cocoa drinks,onions,whole milk,UHT-milk,canned fish,bottled beer,,,
specialty bar,candy,margarine,,,,,,,,
sausage,white bread,whole milk,butter,,,,,,,
pastry,root vegetables,,,,,,,,,
root vegetables,condensed milk,dessert,,,,,,,,
whole milk,candy,,,,,,,,,
whole milk,UHT-milk,,,,,,,,,
citrus fruit,citrus fruit,,,,,,,,,
meat,misc. beverages,,,,,,,,,
whipped/sour cream,yogurt,,,,,,,,,
dishes,pastry,,,,,,,,,
margarine,soda,canned fish,,,,,,,,
root vegetables,sausage,cream cheese ,yogurt,detergent,,,,,,
yogurt,chewing gum,shopping bags,,,,,,,,
fruit/vegetable juice,spices,,,,,,,,,
misc. beverages,root vegetables,frozen vegetables,rolls/buns,,,,,,,
whipped/sour cream,oil,,,,,,,,,
misc. beverages,rolls/buns,,,,,,,,,
detergent,misc. beverages,,,,,,,,,
processed cheese,waffles,,,,,,,,,
pip fruit,root vegetables,,,,,,,,,
tropical fruit,butter,,,,,,,,,
ice cream,napkins,,,,,,,,,
domestic eggs,coffee,pastry,,,,,,,,
kitchen towels,rolls/buns,,,,,,,,,
meat,root vegetables,,,,,,,,,
oil,flour,,,,,,,,,
other vegetables,beverages,,,,,,,,,
sausage,bottled beer,photo/film,margarine,whipped/sour cream,,,,,,
bottled water,yogurt,tropical fruit,whole milk,,,,,,,
citrus fruit,whole milk,yogurt,canned beer,,,,,,,
ice cream,butter,,,,,,,,,
whole milk,misc. beverages,,,,,,,,,
other vegetables,pip fruit,,,,,,,,,
frozen meals,soda,,,,,,,,,
other vegetables,instant coffee,instant coffee,hygiene articles,,,,,,,
coffee,soda,,,,,,,,,
frozen dessert,yogurt,,,,,,,,,
sausage,whole milk,,,,,,,,,
frankfurter,other vegetables,whole milk,ready soups,brandy,,,,,,
cream cheese ,whole milk,,,,,,,,,
whole milk,canned beer,,,,,,,,,
pastry,pip fruit,rolls/buns,yogurt,,,,,,,
